# [H cm^-3] [K] [ergs cm^-3] [s] [dimensionless]
rho temperature pressure cooling_time HI_fraction
7.6442227425e+02 1.8172320338e+01 8.0602236162e-13 6.0599869789e+14 1.0000000000e+00 1
7.9432823472e+02 1.8122196904e+01 8.3521450448e-13 5.3181019873e+15 1.0000000000e+00 1
8.2540418527e+02 1.8084512064e+01 8.6605599061e-13 4.5528446076e+15 1.0000000000e+00 1
8.5769589859e+02 1.8060993534e+01 8.9874025562e-13 4.7453173536e+14 1.0000000000e+00 1
8.9125093813e+02 1.8020110274e+01 9.3176010588e-13 1.3548439111e+15 1.0000000000e+00 1
9.2611872813e+02 1.7984978833e+01 9.6629954446e-13 0.0000000000e+00 1.0000000000e+00 1
9.6235062640e+02 1.7964868149e+01 1.0029566329e-12 1.0062418755e+15 1.0000000000e+00 1
1.0000000000e+03 1.7935897719e+01 1.0404906690e-12 5.3842593597e+15 1.0000000000e+00 1
1.0391223038e+03 1.7914759129e+01 1.0799007317e-12 3.8583608674e+15 1.0000000000e+00 1
1.0797751623e+03 1.7900129361e+01 1.1212115682e-12 9.7568767190e+14 1.0000000000e+00 1
1.1220184543e+03 1.7880335212e+01 1.1637673123e-12 2.6258089410e+15 1.0000000000e+00 1
1.1659144012e+03 1.7866396774e+01 1.2083345700e-12 3.2160060771e+15 1.0000000000e+00 1
1.2115276586e+03 1.7863316456e+01 1.2553726554e-12 5.5599945603e+14 1.0000000000e+00 1
1.2589254118e+03 1.7845636061e+01 1.3031766821e-12 1.0597433259e+17 1.0000000000e+00 1
1.3081774743e+03 1.7842872638e+01 1.3539334092e-12 1.7368565956e+15 1.0000000000e+00 1
1.3593563909e+03 1.7847796759e+01 1.4072746246e-12 4.5860250933e+14 1.0000000000e+00 1
1.4125375446e+03 1.7841526327e+01 1.4618010053e-12 9.6489773448e+14 1.0000000000e+00 1
1.4677992676e+03 1.7840819292e+01 1.5189148646e-12 2.1158942715e+15 1.0000000000e+00 1
1.5252229565e+03 1.7843198958e+01 1.5785344943e-12 4.5641614212e+17 1.0000000000e+00 1
1.5848931925e+03 1.7862447316e+01 1.6420463719e-12 3.8586640056e+14 1.0000000000e+00 1
1.6468978655e+03 1.7861201995e+01 1.7061546544e-12 4.0250656166e+15 1.0000000000e+00 1
1.7113283042e+03 1.7871359221e+01 1.7738988700e-12 0.0000000000e+00 1.0000000000e+00 1
1.7782794100e+03 1.7885813577e+01 1.8447765771e-12 0.0000000000e+00 1.0000000000e+00 1
1.8478497974e+03 1.7914809887e+01 1.9200447270e-12 4.0263113823e+14 1.0000000000e+00 1
1.9201419386e+03 1.7931046133e+01 1.9969582017e-12 5.7056331149e+14 1.0000000000e+00 1
1.9952623150e+03 1.7948345435e+01 2.0770748750e-12 1.4843207198e+15 1.0000000000e+00 1
2.0733215735e+03 1.7971806862e+01 2.1611456889e-12 2.1176180686e+15 1.0000000000e+00 1
2.1544346900e+03 1.7997377602e+01 2.2488798634e-12 4.9924842494e+15 1.0000000000e+00 1
2.2387211386e+03 1.8039051539e+01 2.3422628578e-12 2.9565105664e+14 1.0000000000e+00 1
2.3263050672e+03 1.8059197254e+01 2.4366062247e-12 1.7571176427e+15 1.0000000000e+00 1
2.4173154808e+03 1.8094701673e+01 2.5369006881e-12 9.4149991322e+14 1.0000000000e+00 1
2.5118864315e+03 1.8129452635e+01 2.6412041345e-12 1.2969562876e+15 1.0000000000e+00 1
2.6101572157e+03 1.8165700501e+01 2.7500131258e-12 3.7291467793e+15 1.0000000000e+00 1
2.7122725793e+03 1.8219702443e+01 2.8660869554e-12 2.4832309084e+14 1.0000000000e+00 1
2.8183829313e+03 1.8254670668e+01 2.9839229201e-12 5.0726723982e+14 1.0000000000e+00 1
2.9286445646e+03 1.8299404342e+01 3.1082515797e-12 4.9694847223e+14 1.0000000000e+00 1
3.0432198871e+03 1.8341328404e+01 3.2372458081e-12 1.6194086315e+15 1.0000000000e+00 1
3.1622776602e+03 1.8388668121e+01 3.3725696009e-12 6.5575501837e+15 1.0000000000e+00 1
3.2859932476e+03 1.8440809562e+01 3.5144425980e-12 2.0264226953e+15 1.0000000000e+00 1
3.4145488738e+03 1.8511667621e+01 3.6659616660e-12 1.6741868087e+14 1.0000000000e+00 1
3.5481338923e+03 1.8565744941e+01 3.8205042927e-12 1.7325557028e+14 1.0000000000e+00 1
3.6869450645e+03 1.8617780810e+01 3.9810919620e-12 2.3376269267e+14 1.0000000000e+00 1
3.8311868496e+03 1.8669324709e+01 4.1482883504e-12 5.1724901211e+14 1.0000000000e+00 1
3.9810717055e+03 1.8726194103e+01 4.3237037275e-12 1.5932432906e+15 1.0000000000e+00 1
4.1368204024e+03 1.8789521745e+01 4.5080451455e-12 1.2292806679e+15 1.0000000000e+00 1
4.2986623471e+03 1.8851493069e+01 4.6998548229e-12 0.0000000000e+00 1.0000000000e+00 1
4.4668359215e+03 1.8920714627e+01 4.9016514335e-12 1.1650437253e+15 1.0000000000e+00 1
4.6415888336e+03 1.9006650731e+01 5.1165441245e-12 1.3937803666e+14 1.0000000000e+00 1
4.8231784822e+03 1.9065998083e+01 5.3333112195e-12 2.9184975243e+14 1.0000000000e+00 1
5.0118723363e+03 1.9132043266e+01 5.5611552688e-12 7.2579565341e+14 1.0000000000e+00 1
5.2079483286e+03 1.9205159261e+01 5.8008000129e-12 7.8019229789e+14 1.0000000000e+00 1
5.4116952655e+03 1.9282301499e+01 6.0519480078e-12 4.7748489528e+14 1.0000000000e+00 1
5.6234132519e+03 1.9357816221e+01 6.3133380073e-12 6.0046910699e+14 1.0000000000e+00 1
5.8434141337e+03 1.9433843819e+01 6.5860916152e-12 1.2630797699e+15 1.0000000000e+00 1
6.0720219569e+03 1.9510143993e+01 6.8706200690e-12 0.0000000000e+00 1.0000000000e+00 1
6.3095734448e+03 1.9611692367e+01 7.1765705290e-12 1.2927543254e+14 1.0000000000e+00 1
6.5564184942e+03 1.9687298853e+01 7.4860797928e-12 2.0716994456e+14 1.0000000000e+00 1
6.8129206906e+03 1.9769631360e+01 7.8114802586e-12 2.4485383819e+14 1.0000000000e+00 1
7.0794578438e+03 1.9850950060e+01 8.1504676774e-12 4.4487856128e+14 1.0000000000e+00 1
7.3564225446e+03 1.9940150487e+01 8.5073861135e-12 3.0684429123e+14 1.0000000000e+00 1
7.6442227425e+03 2.0020530450e+01 8.8758464858e-12 0.0000000000e+00 1.0000000000e+00 1
7.9432823472e+03 2.0109077389e+01 9.2638785089e-12 0.0000000000e+00 1.0000000000e+00 1
8.2540418527e+03 2.0205479486e+01 9.6724504803e-12 5.7793474608e+14 1.0000000000e+00 1
8.5769589859e+03 2.0296145415e+01 1.0095959675e-11 9.5096009294e+14 1.0000000000e+00 1
8.9125093813e+03 2.0386288084e+01 1.0537531500e-11 0.0000000000e+00 1.0000000000e+00 1
9.2611872813e+03 2.0494389525e+01 1.1007847563e-11 1.5707450361e+14 1.0000000000e+00 1
9.6235062640e+03 2.0591711584e+01 1.1492818718e-11 1.3518449608e+14 1.0000000000e+00 1
1.0000000000e+04 2.0681363758e+01 1.1994439844e-11 2.5693163138e+14 1.0000000000e+00 1
